document_number,comment_id,category,agency
2016-10297,USCIS-2016-0001-0161,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0163,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0305,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0103,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0416,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0277,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0404,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0112,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0026,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0216,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0048,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0090,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0266,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0034,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0179,Organization/Corporation,Homeland Security Department
2016-10297,USCIS-2016-0001-0283,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0158,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0450,Political Consultant/Lobbyist,Homeland Security Department
2016-10297,USCIS-2016-0001-0157,Ordinary Citizen,Homeland Security Department
2016-10297,USCIS-2016-0001-0383,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0357,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0273,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0515,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0023,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0040,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-10297,USCIS-2016-0001-0088,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0628,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0587,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0003,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0447,Organization/Corporation,Homeland Security Department
2016-20663,USCIS-2015-0006-0041,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0370,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0352,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0491,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0155,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0167,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0347,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0173,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0389,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0571,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0020,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0546,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0606,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0326,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0445,Organization/Corporation,Homeland Security Department
2016-20663,USCIS-2015-0006-0591,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0505,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0082,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0562,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0373,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0398,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0381,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0114,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0119,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0035,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0393,Organization/Corporation,Homeland Security Department
2016-20663,USCIS-2015-0006-0572,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0049,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0064,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0592,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0501,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0601,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0067,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0426,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0056,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0323,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0329,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0577,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0110,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0483,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0178,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0121,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0053,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0335,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0189,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0454,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0448,Organization/Corporation,Homeland Security Department
2016-20663,USCIS-2015-0006-0258,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0319,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0334,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0518,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0492,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0434,Organization/Corporation,Homeland Security Department
2016-20663,USCIS-2015-0006-0106,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0309,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0539,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0419,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0073,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0324,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0002,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0466,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0164,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0290,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0610,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0306,Organization/Corporation,Homeland Security Department
2016-20663,USCIS-2015-0006-0131,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0502,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0138,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0467,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0424,Organization/Corporation,Homeland Security Department
2016-20663,USCIS-2015-0006-0496,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0087,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0210,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0471,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0154,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0274,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0139,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0030,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0272,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0639,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0488,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0213,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0598,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0541,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0344,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0342,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0241,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0122,Undecided/Anonymous,Homeland Security Department
2016-20663,USCIS-2015-0006-0252,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0402,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0395,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0130,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0643,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0026,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0519,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0358,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0353,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0594,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0401,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0113,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0339,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0378,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0158,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0599,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0029,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0627,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0124,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0181,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0017,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0199,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0590,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0025,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0211,Academic/Industry/Expert (incl. small/local business),Homeland Security Department
2016-20663,USCIS-2015-0006-0296,Organization/Corporation,Homeland Security Department
2016-20663,USCIS-2015-0006-0530,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0642,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0533,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0302,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0153,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0586,Ordinary Citizen,Homeland Security Department
2016-20663,USCIS-2015-0006-0629,Political Consultant/Lobbyist,Homeland Security Department
2016-20663,USCIS-2015-0006-0430,Organization/Corporation,Homeland Security Department
