document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2018-16036,"Slowly Progressive, Low-Prevalence Rare Diseases With Substrate Deposition That Results From Single Enzyme Defects: Providing Evidence of Effectiveness for Replacement or Corrective Therapies; Draft Guidance for Industry; Availability","Health and Human Services Department, Food and Drug Administration",2018-07-27,,2018-09-25,FDA-2018-D-2456-0001,7,federalregister
2018-16029,Peripheral Vascular Atherectomy Devices-Premarket Notification Submissions; Draft Guidance for Industry and Food and Drug Administration Staff; Availability,"Health and Human Services Department, Food and Drug Administration",2018-07-27,,2018-09-25,FDA-2018-D-2494-0001,1,federalregister
2018-16100,Notice of Intent for Renewal of a Currently Approved Information Collection,"Agriculture Department, National Institute of Food and Agriculture",2018-07-27,,2018-09-25,NIFA_FRDOC_0001-0129,1,federalregister
2018-16021,Request for Nominations of Members To Serve on the Census Scientific Advisory Committee,"Commerce Department, Census Bureau",2018-07-27,,2018-09-25,,0,federalregister
2018-16042,Intent To Request Approval From OMB of One New Public Collection of Information: Law Enforcement Officers (LEOs) Flying Armed,"Homeland Security Department, Transportation Security Administration",2018-07-27,,2018-09-25,TSA-2013-0001-0117,2,federalregister
2018-16015,Commission Information Collection Activities (FERC-725G2 1); Comment Request; Revision,"Energy Department, Federal Energy Regulatory Commission",2018-07-27,,2018-08-27,FERC-2018-0957-0001,0,federalregister
2018-16070,Information Collection Request Submitted to OMB for Review and Approval; Comment Request; NSPS for Portland Cement Plants (Renewal),Environmental Protection Agency,2018-07-27,,2018-08-27,EPA-HQ-OECA-2013-0327-0005,2,federalregister
2018-16057,Marine Mammals; File No. 21678,"Commerce Department, National Oceanic and Atmospheric Administration",2018-07-27,,2018-08-27,,0,federalregister
2018-16109,Procurement List; Proposed Addition and Deletions,Committee for Purchase From People Who Are Blind or Severely Disabled,2018-07-27,,2018-08-26,CPPBSD-2018-0056-0001,0,federalregister
2018-16033,Submission for OMB Review; Comment Request,Defense Department,2018-07-27,,2018-08-27,DOD-2018-OS-0025-0005,1,federalregister
2018-16043,Submission for OMB Review; Comment Request,Defense Department,2018-07-27,,2018-08-27,DOD-2015-OS-0054-0002,0,federalregister
2018-16034,Submission for OMB Review; Comment Request,Defense Department,2018-07-27,,2018-08-27,DOD-2018-OS-0027-0002,2,federalregister
2018-14985,Medicare Program; Revisions to Payment Policies Under the Physician Fee Schedule and Other Revisions to Part B for CY 2019; Medicare Shared Savings Program Requirements; Quality Payment Program; and Medicaid Promoting Interoperability Program,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2018-07-27,,2018-09-10,CMS-2018-0076-0621,15171,federalregister
2018-16063,Agency Information Collection Activities: Visa Waiver Program Carrier Agreement,"Homeland Security Department, U.S. Customs and Border Protection",2018-07-27,,2018-09-25,USCBP-2006-0124-0009,0,federalregister
2018-16121,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Deletion of the Old Esco Manufacturing Superfund Site,Environmental Protection Agency,2018-07-27,,2018-08-27,EPA-HQ-SFUND-2008-0084-0011,1,federalregister
2018-16122,National Oil and Hazardous Substances Pollution Contingency Plan; National Priorities List: Partial Deletion of the Peters Cartridge Factory Superfund Site,Environmental Protection Agency,2018-07-27,,2018-08-27,EPA-HQ-SFUND-2003-0010-1613,2,federalregister
2018-16040,Jurisdictional Separations and Referral to the Federal-State Joint Board,Federal Communications Commission,2018-07-27,,2018-09-10,FCC-2018-0261-0001,0,federalregister
2018-15970,"Magnuson-Stevens Fishery Conservation and Management Act Provisions; Fisheries of the Northeastern United States; Amendment 20 to the Atlantic Mackerel, Squid, and Butterfish Fishery Management Plan","Commerce Department, National Oceanic and Atmospheric Administration",2018-07-27,,2018-09-25,NOAA-NMFS-2017-0110-0001,2,federalregister
2018-16135,Notice of Intent To Grant Exclusive License,"Agriculture Department, Agricultural Research Service",2018-07-27,,2018-08-13,ARS_FRDOC_0001-0201,2,federalregister
2018-16022,Addressing Electrode-Induced Rail Pitting From Pressure Electric Welding,"Transportation Department, Federal Railroad Administration",2018-07-27,https://www.regulations.gov/commenton/FRA-2017-0074-0003,,FRA-2017-0074-0003,0,federalregister
2018-16030,Recommendations for Reducing the Risk of Transfusion-Transmitted Babesiosis; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2018-07-27,,2018-09-25,FDA-2018-D-2478-0001,9,federalregister
2018-16065,Prospective Grant of Exclusive Patent License: Radiotherapeutics Against Somatostatin-Receptor Expressing Neuroendocrine Tumors,"Health and Human Services Department, National Institutes of Health",2018-07-27,,2018-08-27,,0,federalregister
2018-16058,Prospective Grant of an Exclusive Patent License: Development and Commercialization of Cancer Immunotherapy,"Health and Human Services Department, National Institutes of Health",2018-07-27,,2018-08-13,,0,federalregister
2018-16032,Notice of New Fee Sites,"Agriculture Department, Forest Service",2018-07-27,,2018-08-27,FS_FRDOC_0001-3099,5,federalregister
2018-16014,Broadband e-Connectivity Pilot Program,"Agriculture Department, Rural Utilities Service",2018-07-27,,2018-09-10,RUS-18-TELECOM-0004-0001,287,federalregister
2018-16066,Prospective Grant of Exclusive Patent License: Radiotherapy for Metastatic Castration-Resistant Prostate Cancer,"Health and Human Services Department, National Institutes of Health",2018-07-27,,2018-08-27,,0,federalregister
2018-16105,Procurement List; Proposed Addition and Deletions,Committee for Purchase From People Who Are Blind or Severely Disabled,2018-07-27,,2018-08-19,CPPBSD-2018-0057-0001,0,federalregister
2018-16092,Privacy Act of 1974; Matching Program,Education Department,2018-07-27,,2018-08-27,,0,federalregister
2018-16177,Center for Devices and Radiological Health: Experiential Learning Program,"Health and Human Services Department, Food and Drug Administration",2018-07-30,,,FDA-2018-N-2605-0001,1,federalregister
2018-16147,"60-Day Notice of Proposed Information Collection: Voucher Management System (VMS), Section 8 Budget and Financial Forms",Housing and Urban Development Department,2018-07-30,,2018-09-28,HUD-2018-0055-0001,0,federalregister
2018-15793,Onions Grown in South Texas; Proposed Amendments to Marketing Order 959 and Referendum Order,"Agriculture Department, Agricultural Marketing Service",2018-07-30,,,,0,federalregister
2018-16176,Segregation of Assets Held as Collateral in Uncleared Swap Transactions,Commodity Futures Trading Commission,2018-07-30,,2018-09-28,CFTC-2018-0045-0001,0,federalregister
2018-16175,Adjustment of Cable Statutory License Royalty Rates,"Library of Congress, Copyright Royalty Board",2018-07-30,,2018-08-29,CRB-2017-0013-0002,0,federalregister
2018-16196,Request for Information: State Administrative Expense Allocation Formula for Child Nutrition Programs,"Agriculture Department, Food and Nutrition Service",2018-07-30,,2018-09-28,FNS-2018-0029-0001,36,federalregister
2018-16235,Submission for OMB Review; Comment Request,"Defense Department, Army Department",2018-07-30,,2018-08-29,USA-2018-HQ-0010-0002,1,federalregister
2018-16211,Agency Information Collection Activities; Comment Request; Paul Douglas Teacher Scholarship Performance Report Form,Education Department,2018-07-30,,2018-09-28,ED-2018-ICCD-0078-0001,1,federalregister
2018-16250,Agency Information Collection Extension,"Energy Department, Energy Information Administration",2018-07-30,,2018-08-29,EIA_FRDOC_0001-0203,2,federalregister
2018-16195,Agency Information Collection Activities; Proposed eCollection eComments Requested; Revision of a Currently Approved Collection; Comments Requested: 2019 School Crime Supplement (SCS) to the National Crime Victimization Survey (NCVS),Justice Department,2018-07-30,,2018-09-28,,0,federalregister
2018-16203,"Agency Information Collection Activities; Proposed eCollection eComments Requested; Update With Changes, of a Previously Approved Collection Which Expires November, 2018: Department of Justice Equitable Sharing Agreement and Certification",Justice Department,2018-07-30,,2018-09-28,,0,federalregister
2018-16215,Agency Information Collection Activities; Comment Request; Distribution of Characteristics of the Insured Unemployed,"Labor Department, Employment and Training Administration",2018-07-30,,2018-09-28,,0,federalregister
2018-16258,"Petition for Exemption; Summary of Petition Received; Yamaha Motor Corporation, USA","Transportation Department, Federal Aviation Administration",2018-07-30,,2018-08-20,FAA-2018-0182-0003,4,federalregister
2018-16260,Petition for Exemption; Summary of Petition Received; Eagle Mountain City,"Transportation Department, Federal Aviation Administration",2018-07-30,,2018-08-20,FAA-2018-0173-0002,1,federalregister
2018-16223,"Parts and Accessories Necessary for Safe Operation; Application for an Exemption From Groendyke Transport, Inc.","Transportation Department, Federal Motor Carrier Safety Administration",2018-07-30,,2018-08-29,FMCSA-2018-0223-0001,34,federalregister
2018-16224,Agency Information Collection Activities; Request for Comments; Revision and Renewal of an Approved Information Collection: Medical Qualification Requirements,"Transportation Department, Federal Motor Carrier Safety Administration",2018-07-30,,2018-08-29,FMCSA-2018-0119-0011,0,federalregister
2018-16225,Qualification of Drivers; Skill Performance Evaluation; Virginia Department of Motor Vehicles Application for Renewal Exemption,"Transportation Department, Federal Motor Carrier Safety Administration",2018-07-30,,2018-08-29,FMCSA-2013-0147-0007,0,federalregister
2018-16201,Proposed Collection; Comment Request for Regulation Project,"Treasury Department, Internal Revenue Service",2018-07-30,,2018-09-28,,0,federalregister
2018-16184,"Submission for OMB Review, Comment Request, Proposed Collection: IMLS “2019-2022 Native Hawaiian Library Grant Program Notice of Funding Opportunity”","National Foundation on the Arts and the Humanities, Institute of Museum and Library Services",2018-07-30,,2018-08-27,ARTS-2018-0049-0001,0,federalregister
2018-16125,"Information Collection: 10 CFR Part 95, Facility Security Clearance and Safeguarding of National Security Information and Restricted Data",Nuclear Regulatory Commission,2018-07-30,,2018-08-29,NRC-2018-0006-0003,1,federalregister
2018-16248,Boulder Canyon Project,"Energy Department, Western Area Power Administration",2018-07-30,,2018-09-28,,0,federalregister
2018-16199,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2018-07-30,,2018-09-28,FCC-2018-0263-0001,0,federalregister
2018-16152,Radio Broadcasting Services; AM or FM Proposals To Change the Community of License,Federal Communications Commission,2018-07-30,,2018-09-28,FCC-2018-0262-0001,0,federalregister
2018-16186,Agency Information Collection Activities: Proposed Collection Renewal; Comment Request (OMB No. 3064-0185),Federal Deposit Insurance Corporation,2018-07-30,,2018-09-28,FDIC-2018-0071-0001,0,federalregister
2018-16173,Proposed Agency Information Collection Activities: Submission for OMB Review; Comment Request,Federal Reserve System,2018-07-30,,2018-08-29,FRS-2018-0238-0001,0,federalregister
2018-16097,Energy Conservation Program: Data Collection and Comparison With Forecasted Unit Sales of Five Lamp Types,Energy Department,2018-07-30,,,,0,federalregister
2018-16134,"Proposed Establishment of Class E Airspace; Crystal Springs, MS","Transportation Department, Federal Aviation Administration",2018-07-30,,2018-09-13,FAA-2016-9442-0001,0,federalregister
2018-16059,Tracking of Workplace Injuries and Illnesses,"Labor Department, Occupational Safety and Health Administration",2018-07-30,,2018-09-28,OSHA-2013-0023-1922,1887,federalregister
2018-15687,Information Collection Request; Cranes and Derricks in Construction: Operator Qualification,"Labor Department, Occupational Safety and Health Administration",2018-07-30,,2018-05-21,OSHA-2018-0009-0001,5,federalregister
2018-16197,Availability of Guideline for Minimizing the Risk of Campylobacter and Salmonella Illnesses Associated With Chicken Liver,"Agriculture Department, Food Safety and Inspection Service",2018-07-30,,2018-09-28,FSIS-2018-0022-0001,3,federalregister
